country,incidents,deaths,mean_severity,recent,recency,frequency_n,lethality_n,intensity_n,recency_n,pressure_index
Slovak Republic,18,7.0,0.6944444444444444,1.0,0.05555555555555555,0.23901962676902275,0.18447849440490743,0.008573388203017833,0.05555555555555555,0.16057074059286733
Estonia,16,3.0,0.53125,3.0,0.1875,0.2272108022498516,0.12298566293660497,0.006558641975308642,0.1875,0.15688881607721844
East Germany (GDR),38,2.0,0.5394736842105263,0.0,0.0,0.3153688728174838,0.09746383194042532,0.006660168940870696,0.0,0.15638572405025172
Montenegro,5,1.0,0.2,3.0,0.6,0.11663965522543608,0.061492831468302485,0.0024691358024691358,0.6,0.15547408190103557
Fiji,17,8.0,1.0,0.0,0.0,0.23327931045087216,0.19492766388085064,0.012345679012345678,0.0,0.15364187519645592
East Timor,10,9.0,1.25,1.0,0.1,0.18099308716633125,0.20427476448872772,0.015432098765432098,0.1,0.15099447902796564
Botswana,10,11.0,1.65,0.0,0.0,0.18099308716633125,0.22044949487703028,0.02037037037037037,0.0,0.14158763888519713
Macau,33,1.0,0.7272727272727273,0.0,0.0,0.3008022311778958,0.061492831468302485,0.008978675645342313,0.0,0.1401155432584504
Qatar,7,7.0,1.9285714285714286,1.0,0.14285714285714285,0.14718285785608826,0.18447849440490743,0.023809523809523808,0.14285714285714285,0.13921669146390753
Latvia,17,2.0,1.1764705882352942,1.0,0.058823529411764705,0.23327931045087216,0.09746383194042532,0.014524328249818447,0.058823529411764705,0.13355305241171395
Turkmenistan,2,3.0,2.25,1.0,0.5,0.04304822629739195,0.12298566293660497,0.027777777777777776,0.5,0.13328165606660491
Vietnam,12,1.0,1.2083333333333333,2.0,0.16666666666666666,0.19872921759204776,0.061492831468302485,0.014917695473251029,0.16666666666666666,0.1251771907982975
Equatorial Guinea,2,2.0,1.75,1.0,0.5,0.04304822629739195,0.09746383194042532,0.021604938271604937,0.5,0.12469918084182512
Romania,6,4.0,1.4166666666666667,1.0,0.16666666666666666,0.13300583129435295,0.14278193302042522,0.01748971193415638,0.16666666666666666,0.1236603692139922
Belize,8,3.0,0.375,1.0,0.125,0.15968788152282803,0.12298566293660497,0.004629629629629629,0.125,0.12021529593455715
People's Republic of the Congo,4,15.0,3.75,0.0,0.0,0.09728257744288812,0.24597132587320994,0.046296296296296294,0.0,0.11964887318356268
Grenada,5,9.0,3.9,0.0,0.0,0.11663965522543608,0.20427476448872772,0.04814814814814815,0.0,0.11516051365901499
Serbia-Montenegro,11,3.0,0.5,0.0,0.0,0.19023108415348022,0.12298566293660497,0.006172839506172839,0.0,0.11391405846829951
Iceland,4,0.0,0.0,2.0,0.5,0.09728257744288812,0.0,0.0,0.5,0.11391303097715524
Gambia,3,13.0,4.666666666666667,0.0,0.0,0.07359142892804414,0.23412503456210018,0.05761316872427984,0.0,0.10831605724848967
Singapore,7,5.0,0.9285714285714286,0.0,0.0,0.14718285785608826,0.1589566634087278,0.011463844797178132,0.0,0.10827971888463035
Bahamas,5,1.0,0.2,1.0,0.2,0.11663965522543608,0.061492831468302485,0.0024691358024691358,0.2,0.09547408190103555
Luxembourg,16,0.0,0.1875,0.0,0.0,0.2272108022498516,0.0,0.0023148148148148147,0.0,0.09123154312216286
North Yemen,6,3.0,0.5833333333333334,0.0,0.0,0.13300583129435295,0.12298566293660497,0.00720164609053498,0.0,0.09117827831230291
Solomon Islands,4,4.0,1.0,0.0,0.0,0.09728257744288812,0.14278193302042522,0.012345679012345678,0.0,0.08359946273513467
