country,atk_Armed Assault,atk_Assassination,atk_Bombing/Explosion,atk_Facility/Infrastructure Attack,atk_Hijacking,atk_Hostage Taking (Barricade Incident),atk_Hostage Taking (Kidnapping),atk_Unarmed Assault,atk_Unknown,tgt_Abortion Related,tgt_Airports & Aircraft,tgt_Business,tgt_Educational Institution,tgt_Food or Water Supply,tgt_Government (Diplomatic),tgt_Government (General),tgt_Journalists & Media,tgt_Maritime,tgt_Military,tgt_NGO,tgt_Other,tgt_Police,tgt_Private Citizens & Property,tgt_Religious Figures/Institutions,tgt_Telecommunication,tgt_Terrorists/Non-State Militia,tgt_Tourists,tgt_Transportation,tgt_Unknown,tgt_Utilities,tgt_Violent Political Party,suicide_rate,lethality_rate,mean_severity,incidents,cluster,pc1,pc2
China,0.17857142857142858,0.051587301587301584,0.623015873015873,0.027777777777777776,0.051587301587301584,0.0,0.023809523809523808,0.023809523809523808,0.01984126984126984,0.0,0.051587301587301584,0.12301587301587301,0.015873015873015872,0.0,0.011904761904761904,0.07539682539682539,0.007936507936507936,0.0,0.007936507936507936,0.0,0.0,0.15873015873015872,0.1865079365079365,0.003968253968253968,0.0,0.0,0.007936507936507936,0.3253968253968254,0.01984126984126984,0.003968253968253968,0.0,0.06746031746031746,0.45634920634920634,7.654761904761905,252,2,-0.37394043437101915,0.6744980859776676
Colombia,0.2374187334457019,0.16169034432940044,0.37659523236214787,0.03310859619552131,0.003973031543462557,0.01071514567782326,0.1273777991813147,0.0016855285335901757,0.04743558873103781,0.0,0.00842764266795088,0.16132915964363112,0.013243438478208525,0.001805923428846617,0.010353960992053936,0.1398988682879846,0.023597399470262462,0.0013243438478208523,0.12075607994221045,0.0031302672766674693,0.0,0.1376113652781122,0.19034432940043342,0.013243438478208525,0.006140139658078497,0.004695400915001204,0.0021671081146159405,0.05646520587527089,0.014206597640260053,0.0910185408138695,0.00024078979051288225,0.0004815795810257645,0.43077293522754634,2.391283409583434,8306,2,0.07183467422439917,0.3839651729462796
Costa Rica,0.23880597014925373,0.05970149253731343,0.5223880597014925,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.08955223880597014,0.0,0.04477611940298507,0.0,0.07462686567164178,0.13432835820895522,0.029850746268656716,0.0,0.2537313432835821,0.16417910447761194,0.11940298507462686,0.014925373134328358,0.04477611940298507,0.0,0.0,0.05970149253731343,0.029850746268656716,0.0,0.0,0.014925373134328358,0.014925373134328358,0.0,0.014925373134328358,0.029850746268656716,0.0,0.0,0.13432835820895522,0.5373134328358209,67,1,-2.7176668211965533,-1.9385932443506053
Croatia,0.22807017543859648,0.03508771929824561,0.7192982456140351,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.08771929824561403,0.03508771929824561,0.0,0.10526315789473684,0.07017543859649122,0.0,0.0,0.07017543859649122,0.0,0.0,0.24561403508771928,0.22807017543859648,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.017543859649122806,0.2982456140350877,4.991228070175438,57,2,-0.0816490770234059,2.1124758290044228
Cyprus,0.06060606060606061,0.20454545454545456,0.6818181818181818,0.022727272727272728,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.08333333333333333,0.18181818181818182,0.007575757575757576,0.0,0.09090909090909091,0.16666666666666666,0.06818181818181818,0.007575757575757576,0.06060606060606061,0.0,0.0,0.06818181818181818,0.17424242424242425,0.03787878787878788,0.0,0.045454545454545456,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.15151515151515152,0.4962121212121212,132,1,-3.056638126973603,0.7112145732182755
Democratic Republic of the Congo,0.4038709677419355,0.015483870967741935,0.03483870967741935,0.06838709677419355,0.0012903225806451613,0.00903225806451613,0.27741935483870966,0.0,0.1896774193548387,0.0,0.011612903225806452,0.01935483870967742,0.0012903225806451613,0.0,0.05548387096774193,0.05032258064516129,0.016774193548387096,0.0,0.1870967741935484,0.02838709677419355,0.0,0.0567741935483871,0.5483870967741935,0.014193548387096775,0.0,0.0025806451612903226,0.0012903225806451613,0.005161290322580645,0.0,0.0012903225806451613,0.0,0.0,0.5690322580645162,6.133548387096774,775,0,5.190640725917049,-2.548090948073833
Dominican Republic,0.15555555555555556,0.1,0.6,0.044444444444444446,0.0,0.011111111111111112,0.05555555555555555,0.011111111111111112,0.022222222222222223,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.044444444444444446,0.2111111111111111,0.03333333333333333,0.0,0.011111111111111112,0.0,0.0,0.13333333333333333,0.3333333333333333,0.022222222222222223,0.0,0.0,0.0,0.03333333333333333,0.011111111111111112,0.0,0.0,0.0,0.24444444444444444,1.0666666666666667,90,2,-1.2606113539765953,1.2230338256287585
Ecuador,0.1590909090909091,0.12272727272727273,0.4863636363636364,0.04090909090909091,0.004545454545454545,0.03636363636363636,0.1,0.0,0.05,0.0,0.004545454545454545,0.13636363636363635,0.022727272727272728,0.004545454545454545,0.11818181818181818,0.3090909090909091,0.08636363636363636,0.013636363636363636,0.031818181818181815,0.00909090909090909,0.0,0.05909090909090909,0.09090909090909091,0.02727272727272727,0.0,0.0,0.00909090909090909,0.06363636363636363,0.0,0.013636363636363636,0.0,0.0,0.16363636363636364,0.425,220,1,-2.3813363987694105,-1.728329302164966
Egypt,0.31867688584106496,0.10044372730939895,0.47761194029850745,0.03065752319483663,0.005647438483259379,0.002016942315449778,0.03630496167809601,0.0008067769261799112,0.027833803953206938,0.0,0.004437273093989512,0.05687777329568374,0.014118596208148447,0.0024203307785397336,0.008874546187979023,0.040742234772085516,0.005647438483259379,0.0024203307785397336,0.22791448164582492,0.0004033884630899556,0.003227107704719645,0.33965308592174265,0.1036708350141186,0.026220250100847116,0.003630496167809601,0.004033884630899556,0.010891488503428802,0.025413473174667203,0.08511496571198064,0.033481242436466316,0.0008067769261799112,0.02501008471157725,0.4530052440500202,2.5332795482049213,2479,2,1.0414009421836399,3.457185810905091
El Salvador,0.41654135338345866,0.0843984962406015,0.38627819548872183,0.036466165413533834,0.0,0.02199248120300752,0.02894736842105263,0.00018796992481203009,0.02518796992481203,0.0,0.002255639097744361,0.10977443609022557,0.013533834586466165,0.0020676691729323306,0.012030075187969926,0.08458646616541353,0.02406015037593985,0.0,0.2951127819548872,0.0020676691729323306,0.00018796992481203009,0.04530075187969925,0.11710526315789474,0.005451127819548872,0.02218045112781955,0.002443609022556391,0.0,0.05244360902255639,0.007706766917293233,0.19981203007518797,0.0018796992481203006,0.0,0.3011278195488722,2.7413533834586468,5320,2,0.24194974190134413,0.15678709719854567
Ethiopia,0.1736842105263158,0.05789473684210526,0.4105263157894737,0.02631578947368421,0.042105263157894736,0.010526315789473684,0.22105263157894736,0.0,0.05789473684210526,0.0,0.06315789473684211,0.21052631578947367,0.021052631578947368,0.0,0.08421052631578947,0.06315789473684211,0.015789473684210527,0.005263157894736842,0.09473684210526316,0.031578947368421054,0.0,0.05263157894736842,0.19473684210526315,0.015789473684210527,0.0,0.0,0.021052631578947368,0.05789473684210526,0.010526315789473684,0.02631578947368421,0.031578947368421054,0.005263157894736842,0.5368421052631579,12.48421052631579,190,0,1.2755279332345533,-2.640247760496658
France,0.04715930189379874,0.061269959153360566,0.7768288154474564,0.06981062012625325,0.0014853323431117712,0.008911994058670627,0.005941329372447085,0.00928332714444857,0.019309320460453028,0.0,0.023022651318232456,0.29298180467879686,0.009654660230226514,0.0003713330857779428,0.046416635722242854,0.20311919792053473,0.0207946528035648,0.0022279985146676567,0.02227998514667657,0.004084663943557371,0.001856665428889714,0.07575194949870033,0.17823988117341255,0.02525064983290011,0.008540660972892685,0.013739324173783884,0.008540660972892685,0.014110657259561827,0.03750464166357222,0.010025993316004456,0.0014853323431117712,0.0025993316004456,0.07389528406981062,0.6654288897140735,2693,1,-3.0712306742425173,1.337835235130844
Georgia,0.19815668202764977,0.1336405529953917,0.5161290322580645,0.027649769585253458,0.004608294930875576,0.0,0.0967741935483871,0.004608294930875576,0.018433179723502304,0.0,0.004608294930875576,0.03686635944700461,0.013824884792626729,0.0,0.07834101382488479,0.20276497695852536,0.02304147465437788,0.0,0.11981566820276497,0.02304147465437788,0.0,0.16129032258064516,0.15668202764976957,0.0,0.013824884792626729,0.03686635944700461,0.0,0.09216589861751152,0.009216589861751152,0.027649769585253458,0.0,0.0,0.4009216589861751,2.184331797235023,217,2,0.1333637572613288,0.9875515584255512
Germany,0.17006802721088435,0.0380952380952381,0.10884353741496598,0.5564625850340136,0.0027210884353741495,0.0027210884353741495,0.00816326530612245,0.03945578231292517,0.07346938775510205,0.0,0.006802721088435374,0.3687074829931973,0.006802721088435374,0.0027210884353741495,0.04625850340136054,0.07755102040816327,0.006802721088435374,0.0,0.00816326530612245,0.0013605442176870747,0.0,0.04217687074829932,0.32108843537414966,0.05442176870748299,0.0,0.0,0.006802721088435374,0.04353741496598639,0.0027210884353741495,0.004081632653061225,0.0,0.0013605442176870747,0.061224489795918366,0.5789115646258504,735,1,-2.38055117032643,-1.795279631143305
Greece,0.09254901960784313,0.0596078431372549,0.5513725490196079,0.26745098039215687,0.005490196078431373,0.00392156862745098,0.002352941176470588,0.007058823529411765,0.01019607843137255,0.0,0.0196078431372549,0.3129411764705882,0.01411764705882353,0.0,0.10352941176470588,0.2188235294117647,0.027450980392156862,0.002352941176470588,0.04470588235294118,0.006274509803921568,0.000784313725490196,0.07215686274509804,0.1380392156862745,0.008627450980392156,0.002352941176470588,0.001568627450980392,0.01019607843137255,0.008627450980392156,0.000784313725490196,0.001568627450980392,0.005490196078431373,0.0,0.05333333333333334,0.5423529411764706,1275,1,-3.4814080262791998,-0.22940964645428538
Guadeloupe,0.017857142857142856,0.07142857142857142,0.8214285714285714,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.0,0.05357142857142857,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.05357142857142857,0.017857142857142856,0.0,0.0,0.0,0.16071428571428573,0.125,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.08928571428571429,0.5446428571428571,56,1,-3.3350156947227565,1.187405426204304
Guatemala,0.31609756097560976,0.24878048780487805,0.22146341463414634,0.04829268292682927,0.001951219512195122,0.018048780487804877,0.10341463414634146,0.0004878048780487805,0.041463414634146344,0.0,0.009268292682926829,0.11707317073170732,0.04780487804878049,0.000975609756097561,0.025853658536585365,0.11414634146341464,0.0351219512195122,0.0,0.21414634146341463,0.0034146341463414634,0.0,0.09268292682926829,0.22341463414634147,0.013170731707317073,0.008292682926829269,0.002926829268292683,0.005853658536585366,0.03121951219512195,0.013170731707317073,0.036585365853658534,0.004878048780487805,0.0,0.5097560975609756,2.8207317073170732,2050,2,0.6310899699364433,0.09286463145393858
Haiti,0.24882629107981222,0.3286384976525822,0.17370892018779344,0.107981220657277,0.009389671361502348,0.0,0.04225352112676056,0.028169014084507043,0.06103286384976526,0.0,0.014084507042253521,0.10328638497652583,0.023474178403755867,0.0,0.051643192488262914,0.28169014084507044,0.046948356807511735,0.004694835680751174,0.07042253521126761,0.0,0.0,0.12206572769953052,0.24413145539906103,0.014084507042253521,0.004694835680751174,0.0,0.0,0.009389671361502348,0.004694835680751174,0.004694835680751174,0.0,0.0,0.4507042253521127,2.2816901408450705,213,2,-0.8986533679985178,-0.27139175161437207
Honduras,0.17647058823529413,0.19504643962848298,0.47368421052631576,0.021671826625386997,0.009287925696594427,0.009287925696594427,0.08359133126934984,0.009287925696594427,0.021671826625386997,0.0,0.02476780185758514,0.17647058823529413,0.02476780185758514,0.0,0.09907120743034056,0.18885448916408668,0.03715170278637771,0.0,0.14241486068111456,0.006191950464396285,0.0,0.04643962848297214,0.18575851393188855,0.01238390092879257,0.0030959752321981426,0.009287925696594427,0.0030959752321981426,0.01238390092879257,0.0,0.02786377708978328,0.0,0.0,0.30030959752321984,1.3219814241486068,323,1,-1.323762230073726,-0.22613391586800652
India,0.2662207357859532,0.10275919732441471,0.40342809364548493,0.08327759197324415,0.0035953177257525082,0.0036789297658862876,0.09899665551839465,0.011956521739130435,0.02608695652173913,0.0,0.0023411371237458192,0.09456521739130434,0.02483277591973244,0.001003344481605351,0.001588628762541806,0.14439799331103678,0.007274247491638796,0.00025083612040133777,0.0765886287625418,0.0016722408026755853,0.00016722408026755852,0.19222408026755852,0.262876254180602,0.01789297658862876,0.011622073578595318,0.011956521739130435,0.002508361204013378,0.06948160535117057,0.05,0.0071906354515050164,0.01956521739130435,0.005016722408026756,0.4464046822742475,2.828678929765886,11960,2,0.4398094193236082,1.8140890569127568
Indonesia,0.3219448094612352,0.04730617608409987,0.3771353482260184,0.14323258869908015,0.002628120893561104,0.003942181340341655,0.04862023653088042,0.011826544021024968,0.04336399474375821,0.0,0.003942181340341655,0.12483574244415244,0.024967148488830485,0.002628120893561104,0.035479632063074903,0.09986859395532194,0.01971090670170828,0.003942181340341655,0.08935611038107753,0.013140604467805518,0.0,0.1445466491458607,0.22996057818659657,0.1471747700394218,0.0,0.003942181340341655,0.006570302233902759,0.023653088042049936,0.01576872536136662,0.009198423127463863,0.001314060446780552,0.023653088042049936,0.38370565045992117,3.233245729303548,761,2,0.4461525174163732,0.16506119585274573
Iran,0.15497076023391812,0.18567251461988304,0.5073099415204678,0.05263157894736842,0.013157894736842105,0.005847953216374269,0.029239766081871343,0.0014619883040935672,0.049707602339181284,0.0,0.03654970760233918,0.10964912280701754,0.021929824561403508,0.005847953216374269,0.07748538011695906,0.16228070175438597,0.02631578947368421,0.005847953216374269,0.13742690058479531,0.005847953216374269,0.0,0.10964912280701754,0.13742690058479531,0.06871345029239766,0.0029239766081871343,0.0,0.0029239766081871343,0.03216374269005848,0.007309941520467836,0.049707602339181284,0.0,0.014619883040935672,0.3961988304093567,5.391081871345029,684,2,-0.7843144624358951,-0.08153941831915264
Iraq,0.128064620880013,0.05224062347783731,0.7422471180386426,0.0062510147751258325,0.0005276830654327001,0.000974184120798831,0.03839909076148725,0.00024354603019970775,0.03105211885046274,0.0,0.001298912161065108,0.08572820263029712,0.011000162364020133,0.0010147751258321157,0.005155057639227147,0.08994966715375873,0.007225198895924663,8.118201006656925e-05,0.13528981977593765,0.0011365481409319695,0.0024354603019970775,0.149456080532554,0.3550495210261406,0.026830654327001137,0.0008524111056989771,0.03888618282188667,0.0003653190452995616,0.019158954375710344,0.052200032472804025,0.013679168696216918,0.0032066893976294853,0.1056177950966066,0.6514856307842182,5.923607728527358,24636,2,1.8905408951560632,3.7359287196478452
Ireland,0.08143322475570032,0.1237785016286645,0.5276872964169381,0.20521172638436483,0.003257328990228013,0.003257328990228013,0.04234527687296417,0.013029315960912053,0.0,0.0,0.009771986970684038,0.21498371335504887,0.009771986970684038,0.0,0.009771986970684038,0.04560260586319218,0.003257328990228013,0.003257328990228013,0.013029315960912053,0.0,0.0,0.05537459283387622,0.3713355048859935,0.006514657980456026,0.0,0.035830618892508145,0.0,0.016286644951140065,0.20521172638436483,0.0,0.0,0.0,0.21498371335504887,0.43159609120521175,307,2,-1.2272148290722056,3.818812336500116
Israel,0.13605130554283096,0.09253321117727897,0.6958314246449839,0.038021071919377,0.001374255611543747,0.00320659642693541,0.00961978928080623,0.013742556115437472,0.00961978928080623,0.0,0.0022904260192395786,0.08199725148877691,0.017407237746220796,0.0022904260192395786,0.008703618873110398,0.03664681630783326,0.004580852038479157,0.0009161704076958314,0.13605130554283096,0.0018323408153916628,0.0,0.0320659642693541,0.4961062757672927,0.017865322950068714,0.0004580852038479157,0.0009161704076958314,0.007329363261566651,0.08886852954649564,0.05771873568483738,0.005038937242327073,0.0009161704076958314,0.05955107650022904,0.22766834631241412,2.6000916170407695,2183,2,0.3591865444533632,2.3915561221961448
Italy,0.1450479233226837,0.13099041533546327,0.4325878594249201,0.21533546325878594,0.0038338658146964857,0.012140575079872205,0.04089456869009585,0.007028753993610224,0.012140575079872205,0.0,0.03706070287539936,0.2837060702875399,0.028115015974440896,0.0012779552715654952,0.04664536741214057,0.20063897763578276,0.047284345047923323,0.0,0.042172523961661344,0.0012779552715654952,0.0006389776357827476,0.12843450479233226,0.08881789137380192,0.01597444089456869,0.003194888178913738,0.003194888178913738,0.008306709265175719,0.021725239616613417,0.0076677316293929714,0.012140575079872205,0.021725239616613417,0.0006389776357827476,0.11309904153354633,0.6808306709265176,1565,1,-3.244698208284446,-0.034008702402862766
Ivory Coast,0.581081081081081,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.0,0.013513513513513514,0.08108108108108109,0.013513513513513514,0.14864864864864866,0.0,0.0,0.0945945945945946,0.013513513513513514,0.0,0.06756756756756757,0.12162162162162163,0.02702702702702703,0.0,0.2972972972972973,0.0,0.0,0.0945945945945946,0.17567567567567569,0.04054054054054054,0.0,0.0,0.0,0.013513513513513514,0.0,0.02702702702702703,0.02702702702702703,0.0,0.5405405405405406,4.777027027027027,74,2,2.738867075889682,-1.2057510970734313
Japan,0.11691542288557213,0.05472636815920398,0.31840796019900497,0.40298507462686567,0.007462686567164179,0.007462686567164179,0.0024875621890547263,0.07213930348258707,0.017412935323383085,0.0,0.1044776119402985,0.10199004975124377,0.01990049751243781,0.0024875621890547263,0.0472636815920398,0.1890547263681592,0.02736318407960199,0.0024875621890547263,0.07711442786069651,0.004975124378109453,0.0,0.11194029850746269,0.07711442786069651,0.07711442786069651,0.007462686567164179,0.012437810945273632,0.0,0.12935323383084577,0.0,0.007462686567164179,0.0,0.0,0.05472636815920398,8.868159203980099,402,1,-3.1035289690392025,-1.8205345021351398
Jordan,0.23008849557522124,0.19469026548672566,0.36283185840707965,0.12389380530973451,0.008849557522123894,0.035398230088495575,0.02654867256637168,0.0,0.017699115044247787,0.0,0.008849557522123894,0.17699115044247787,0.02654867256637168,0.0,0.19469026548672566,0.18584070796460178,0.008849557522123894,0.0,0.09734513274336283,0.0,0.0,0.061946902654867256,0.09734513274336283,0.0,0.0,0.017699115044247787,0.07079646017699115,0.0,0.008849557522123894,0.035398230088495575,0.008849557522123894,0.04424778761061947,0.26548672566371684,2.327433628318584,113,1,-1.6319597461191857,-1.4427428999113834
Kenya,0.35431918008784774,0.055636896046852125,0.4055636896046852,0.04538799414348463,0.021961932650073207,0.01903367496339678,0.05856515373352855,0.013177159590043924,0.02635431918008785,0.0,0.008784773060029283,0.11273792093704246,0.021961932650073207,0.004392386530014641,0.014641288433382138,0.09370424597364568,0.0029282576866764276,0.0014641288433382138,0.09809663250366032,0.021961932650073207,0.0014641288433382138,0.24011713030746706,0.22693997071742314,0.06734992679355783,0.01171303074670571,0.0014641288433382138,0.005856515373352855,0.03513909224011713,0.01903367496339678,0.005856515373352855,0.004392386530014641,0.008784773060029283,0.4992679355783309,7.437042459736457,683,2,1.194222130460934,0.14418818726080498
Kosovo,0.2653061224489796,0.05612244897959184,0.5714285714285714,0.061224489795918366,0.0,0.0,0.01020408163265306,0.02040816326530612,0.015306122448979591,0.0,0.00510204081632653,0.10714285714285714,0.015306122448979591,0.0,0.10204081632653061,0.1377551020408163,0.03571428571428571,0.0,0.07142857142857142,0.0,0.0,0.05612244897959184,0.413265306122449,0.03571428571428571,0.0,0.0,0.0,0.015306122448979591,0.00510204081632653,0.0,0.0,0.0,0.23979591836734693,1.3545918367346939,196,2,-0.6031288489735208,0.667965514243093
Kuwait,0.14473684210526316,0.15789473684210525,0.5,0.02631578947368421,0.013157894736842105,0.0,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.0,0.09210526315789473,0.23684210526315788,0.013157894736842105,0.0,0.09210526315789473,0.07894736842105263,0.039473684210526314,0.039473684210526314,0.09210526315789473,0.0,0.0,0.07894736842105263,0.13157894736842105,0.039473684210526314,0.0,0.02631578947368421,0.0,0.0,0.013157894736842105,0.02631578947368421,0.0,0.039473684210526314,0.23684210526315788,2.8026315789473686,76,1,-1.6765867727511357,-0.6944200244781638
Lebanon,0.13518966908797417,0.1400322841000807,0.6210653753026635,0.00645682001614205,0.007263922518159807,0.0012106537530266344,0.07304277643260694,0.002824858757062147,0.0129136400322841,0.0,0.022598870056497175,0.09079903147699758,0.018563357546408393,0.0008071025020177562,0.09200968523002422,0.06820016142050041,0.025020177562550445,0.0020177562550443904,0.2764326069410815,0.005649717514124294,0.0,0.01937046004842615,0.1694915254237288,0.027037933817594836,0.0012106537530266344,0.10008071025020178,0.0012106537530266344,0.009281678773204197,0.024616626311541566,0.002824858757062147,0.042776432606941084,0.026230831315577078,0.3559322033898305,3.8389830508474576,2478,2,0.5228160748548885,2.220106227523734
Libya,0.18319253001333927,0.08759448643841708,0.4255224544241885,0.041351711871943087,0.01067140951534015,0.004891062694530902,0.187638950644731,0.0031124944419742106,0.05602489995553579,0.0,0.017341040462427744,0.0853712761227212,0.017341040462427744,0.0013339261894175188,0.02845709204090707,0.11204979991107158,0.03334815473543797,0.0031124944419742106,0.23610493552690084,0.00755891507336594,0.0017785682525566918,0.07914628723877279,0.246776345042241,0.032458870609159626,0.00044464206313917296,0.0493552690084482,0.00044464206313917296,0.0022232103156958646,0.03023566029346376,0.014228546020453535,0.0008892841262783459,0.048465984882169855,0.39084037349933304,1.8910626945309026,2249,2,1.433609816679026,1.0892471189542228
Macedonia,0.2966101694915254,0.00847457627118644,0.423728813559322,0.13559322033898305,0.0,0.01694915254237288,0.07627118644067797,0.00847457627118644,0.03389830508474576,0.0,0.0,0.0847457627118644,0.00847457627118644,0.0,0.025423728813559324,0.13559322033898305,0.0,0.0,0.09322033898305085,0.0,0.0,0.3474576271186441,0.2033898305084746,0.025423728813559324,0.0,0.0,0.00847457627118644,0.05084745762711865,0.00847457627118644,0.00847457627118644,0.0,0.0,0.1694915254237288,0.6694915254237288,118,2,-0.2016652870850456,1.3314854090870578
Malaysia,0.13131313131313133,0.020202020202020204,0.3838383838383838,0.1919191919191919,0.020202020202020204,0.020202020202020204,0.20202020202020202,0.010101010101010102,0.020202020202020204,0.0,0.050505050505050504,0.12121212121212122,0.0,0.0,0.050505050505050504,0.09090909090909091,0.010101010101010102,0.1111111111111111,0.030303030303030304,0.010101010101010102,0.0,0.08080808080808081,0.25252525252525254,0.06060606060606061,0.0,0.0,0.020202020202020204,0.09090909090909091,0.020202020202020204,0.0,0.0,0.0,0.2727272727272727,2.0454545454545454,99,1,-0.7272849320137819,-2.7158659843210535
Mali,0.303886925795053,0.03356890459363958,0.3586572438162544,0.04240282685512368,0.014134275618374558,0.0176678445229682,0.11837455830388692,0.0035335689045936395,0.10777385159010601,0.0,0.00530035335689046,0.022968197879858657,0.00530035335689046,0.0017667844522968198,0.2226148409893993,0.07950530035335689,0.007067137809187279,0.0035335689045936395,0.3480565371024735,0.026501766784452298,0.0017667844522968198,0.014134275618374558,0.18904593639575973,0.015901060070671377,0.0017667844522968198,0.015901060070671377,0.00530035335689046,0.015901060070671377,0.012367491166077738,0.0,0.00530035335689046,0.05653710247349823,0.558303886925795,3.7279151943462896,566,0,2.7815989727069876,-1.551844742143183
Mexico,0.2919847328244275,0.21564885496183206,0.2099236641221374,0.03625954198473282,0.0019083969465648854,0.007633587786259542,0.19083969465648856,0.007633587786259542,0.03816793893129771,0.0,0.003816793893129771,0.21564885496183206,0.011450381679389313,0.0,0.04198473282442748,0.15076335877862596,0.10687022900763359,0.0019083969465648854,0.03625954198473282,0.009541984732824428,0.0,0.1183206106870229,0.20801526717557253,0.019083969465648856,0.0,0.0,0.003816793893129771,0.03435114503816794,0.0057251908396946565,0.011450381679389313,0.02099236641221374,0.0019083969465648854,0.45610687022900764,2.140267175572519,524,2,-0.21489658821744317,-0.9955648671271956
