country,atk_Armed Assault,atk_Assassination,atk_Bombing/Explosion,atk_Facility/Infrastructure Attack,atk_Hijacking,atk_Hostage Taking (Barricade Incident),atk_Hostage Taking (Kidnapping),atk_Unarmed Assault,atk_Unknown,tgt_Abortion Related,tgt_Airports & Aircraft,tgt_Business,tgt_Educational Institution,tgt_Food or Water Supply,tgt_Government (Diplomatic),tgt_Government (General),tgt_Journalists & Media,tgt_Maritime,tgt_Military,tgt_NGO,tgt_Other,tgt_Police,tgt_Private Citizens & Property,tgt_Religious Figures/Institutions,tgt_Telecommunication,tgt_Terrorists/Non-State Militia,tgt_Tourists,tgt_Transportation,tgt_Unknown,tgt_Utilities,tgt_Violent Political Party,suicide_rate,lethality_rate,mean_severity,incidents,cluster,pc1,pc2
Bolivia,0.044585987261146494,0.08598726114649681,0.7547770700636943,0.028662420382165606,0.0,0.022292993630573247,0.03503184713375796,0.0,0.028662420382165606,0.0,0.01592356687898089,0.12420382165605096,0.03184713375796178,0.0031847133757961785,0.0732484076433121,0.23885350318471338,0.09554140127388536,0.0,0.041401273885350316,0.006369426751592357,0.0,0.01910828025477707,0.1624203821656051,0.03184713375796178,0.01910828025477707,0.0,0.0,0.028662420382165606,0.0,0.09235668789808917,0.01592356687898089,0.0,0.08280254777070063,0.3980891719745223,314,1,-3.098052632496922,-0.19765694038637693
Bosnia-Herzegovina,0.1949685534591195,0.06918238993710692,0.6540880503144654,0.03773584905660377,0.0,0.006289308176100629,0.006289308176100629,0.018867924528301886,0.012578616352201259,0.0,0.0,0.031446540880503145,0.012578616352201259,0.0,0.18238993710691823,0.0880503144654088,0.050314465408805034,0.0,0.06289308176100629,0.025157232704402517,0.0,0.06918238993710692,0.22641509433962265,0.13836477987421383,0.006289308176100629,0.006289308176100629,0.0,0.0440251572327044,0.0440251572327044,0.012578616352201259,0.0,0.0,0.18238993710691823,0.9685534591194969,159,2,-0.962739811153547,0.13987014678664839
Brazil,0.18315018315018314,0.2454212454212454,0.23809523809523808,0.07326007326007326,0.01098901098901099,0.01098901098901099,0.16117216117216118,0.014652014652014652,0.06227106227106227,0.0,0.02564102564102564,0.22344322344322345,0.003663003663003663,0.0,0.08058608058608059,0.15384615384615385,0.12454212454212454,0.0,0.03296703296703297,0.029304029304029304,0.0,0.03296703296703297,0.1684981684981685,0.03296703296703297,0.003663003663003663,0.0,0.003663003663003663,0.040293040293040296,0.03663003663003663,0.0,0.007326007326007326,0.0,0.31868131868131866,1.0366300366300367,273,1,-1.2622173992875478,-2.2477050492814157
Bulgaria,0.0,0.17307692307692307,0.6153846153846154,0.07692307692307693,0.019230769230769232,0.0,0.019230769230769232,0.07692307692307693,0.019230769230769232,0.0,0.057692307692307696,0.17307692307692307,0.019230769230769232,0.0,0.11538461538461539,0.2692307692307692,0.07692307692307693,0.0,0.0,0.019230769230769232,0.0,0.057692307692307696,0.09615384615384616,0.038461538461538464,0.0,0.0,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.0,0.0,0.019230769230769232,0.28846153846153844,0.8846153846153846,52,1,-3.725181977226566,-1.2636963947990345
Burkina Faso,0.4423076923076923,0.09615384615384616,0.09615384615384616,0.057692307692307696,0.0,0.057692307692307696,0.1346153846153846,0.0,0.11538461538461539,0.0,0.0,0.11538461538461539,0.11538461538461539,0.0,0.0,0.1346153846153846,0.019230769230769232,0.0,0.19230769230769232,0.0,0.0,0.21153846153846154,0.19230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5961538461538461,4.6826923076923075,52,2,1.8691698213948742,-0.38746873053609965
Burundi,0.3817292006525285,0.07830342577487764,0.34094616639477976,0.07830342577487764,0.0016313213703099511,0.0016313213703099511,0.026101141924959218,0.0,0.09135399673735727,0.0,0.0016313213703099511,0.07504078303425775,0.0799347471451876,0.0,0.01468189233278956,0.08809135399673736,0.0065252854812398045,0.0032626427406199023,0.11745513866231648,0.02773246329526917,0.0,0.09135399673735727,0.36867862969004894,0.022838499184339316,0.0,0.0,0.0032626427406199023,0.040783034257748776,0.02773246329526917,0.0065252854812398045,0.024469820554649267,0.0,0.634584013050571,8.861337683523654,613,2,2.630807234631816,0.665001095210255
Cambodia,0.23938223938223938,0.10038610038610038,0.4594594594594595,0.015444015444015444,0.003861003861003861,0.007722007722007722,0.08494208494208494,0.007722007722007722,0.08108108108108109,0.0,0.003861003861003861,0.06563706563706563,0.0,0.0,0.1274131274131274,0.09266409266409266,0.06563706563706563,0.011583011583011582,0.06563706563706563,0.011583011583011582,0.0,0.015444015444015444,0.2471042471042471,0.007722007722007722,0.003861003861003861,0.007722007722007722,0.019305019305019305,0.22007722007722008,0.0,0.0,0.03474903474903475,0.0,0.33204633204633205,3.613899613899614,259,2,0.24822828044784256,-1.3403250594173006
Cameroon,0.1927710843373494,0.015060240963855422,0.3644578313253012,0.060240963855421686,0.009036144578313253,0.006024096385542169,0.17771084337349397,0.0,0.1746987951807229,0.0,0.0,0.03614457831325301,0.012048192771084338,0.0030120481927710845,0.009036144578313253,0.03614457831325301,0.0030120481927710845,0.009036144578313253,0.1686746987951807,0.0,0.0,0.06626506024096386,0.5120481927710844,0.0572289156626506,0.0,0.015060240963855422,0.0030120481927710845,0.012048192771084338,0.0572289156626506,0.0,0.0,0.26506024096385544,0.7228915662650602,8.670180722891565,332,0,5.446158860258229,1.195029691524035
Canada,0.11458333333333333,0.09375,0.4270833333333333,0.23958333333333334,0.0,0.010416666666666666,0.020833333333333332,0.08333333333333333,0.010416666666666666,0.052083333333333336,0.010416666666666666,0.11458333333333333,0.03125,0.010416666666666666,0.13541666666666666,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.010416666666666666,0.0,0.03125,0.16666666666666666,0.125,0.0,0.0,0.0,0.03125,0.010416666666666666,0.10416666666666667,0.0,0.010416666666666666,0.14583333333333334,4.5625,96,1,-2.7548082063068815,-1.9027309658151617
Central African Republic,0.519434628975265,0.04240282685512368,0.07420494699646643,0.014134275618374558,0.0035335689045936395,0.0176678445229682,0.21201413427561838,0.007067137809187279,0.10954063604240283,0.0,0.0,0.02120141342756184,0.0,0.0,0.19434628975265017,0.0636042402826855,0.014134275618374558,0.0,0.0636042402826855,0.04946996466431095,0.0035335689045936395,0.028268551236749116,0.4911660777385159,0.045936395759717315,0.0,0.014134275618374558,0.0,0.007067137809187279,0.0,0.0,0.0035335689045936395,0.0,0.657243816254417,8.696113074204947,283,0,4.839152121342978,-3.1660498631859473
Chad,0.42857142857142855,0.01098901098901099,0.25274725274725274,0.03296703296703297,0.01098901098901099,0.01098901098901099,0.10989010989010989,0.0,0.14285714285714285,0.0,0.02197802197802198,0.054945054945054944,0.0,0.0,0.054945054945054944,0.06593406593406594,0.0,0.0,0.21978021978021978,0.04395604395604396,0.0,0.06593406593406594,0.43956043956043955,0.0,0.0,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.0,0.0,0.0,0.16483516483516483,0.6373626373626373,21.532967032967033,91,0,6.257863292422716,-1.7055935316530582
Chile,0.10274841437632136,0.037209302325581395,0.7501057082452431,0.06807610993657505,0.0021141649048625794,0.014799154334038054,0.008456659619450317,0.002959830866807611,0.013530655391120507,0.0,0.0021141649048625794,0.21268498942917546,0.021141649048625793,0.0038054968287526427,0.01733615221987315,0.10486257928118393,0.03509513742071882,0.0008456659619450317,0.02748414376321353,0.0016913319238900633,0.0,0.09556025369978859,0.09429175475687103,0.06046511627906977,0.008033826638477801,0.0,0.0008456659619450317,0.10866807610993658,0.0021141649048625794,0.19534883720930232,0.007610993657505285,0.0,0.06511627906976744,0.25602536997885833,2365,1,-2.807684428934322,0.8525469416723872
